name,price,status,shipping,free_returns,items_sold
Case Logic 14-Inch Notebook/Laptop Sleeve case LAPS114 Dark Blue,1490,Brand New,0,False,67
Protective Stand Cover Sleeve for Laptop 16 Inch Compatible Model A2141 US,699,Brand New,0,False,
"New ListingApple MacBook Pro Protective Case Halo Series 2019 Clear Frost i-Blason New 16""",1200,Brand New,1575,False,
Laptop Case Bag Sleeve Zipper For 11 12 13 14 15 inch Mac-book Pro Air HP Lenovo,664,Brand New,0,False,
18 18.4 Inch Laptop Messenger bag case briefcase Blue Black for Macbook air/pro,1985,Brand New,0,True,503
New ListingCase Logic Grey Nylon Zipp Equipment Bag Computer Laptop Tablet Camera cassette,514,Pre-Owned,495,True,
Neoprene Laptop Notebook computer Sleeve  w Hidden Handle Fit up to 17.3 inch,1391,Brand New,0,False,
"New ListingLaptop Bag 15.7"" Briefcase for Women Men Laptop Case Computer Bag Travel Office ",12500,Pre-Owned,5770,False,
Shock Resistant Laptop Sleeve Case For 13 Inch MacBook Pro Retina 2015-2017-2019,1138,Brand New,0,True,419
New ListingCarry-on Travel Laptop Roller Case,2900,Pre-Owned,4348,False,
Kipling Seoul Small Printed Tablet Backpack Galaxy Metallic,11900,Brand New,0,True,
PORSCHE LEATHER LAPTOP TABLET IPAD CASE ,12900,Brand New,0,False,
Shop on eBay,2000,Brand New,,False,
"New ListingGreene + Gray Stripe Waxed Coating Canvas Tote Carry Bag For MacBook Pro 13""",1399,Brand New,0,False,
Sleeve Case Laptop Bag For MacBook Air Pro 11-13 15 Retina A1466 Lenovo HP Dell,1154,Brand New,0,True,
New ListingNEW CODI Union Pacific Railroad Laptop Bag Carrying Case with Shoulder Strap,4999,Brand New,0,False,
Mosiso Hard Shell for Macbook Pro 16 inch Case  A2141 2019 2021 Notebook Cover,1699,Brand New,0,False,
Laptop Case for Macbook Pro 13 touch bar A1706 /A1708 /A2159/A1989 2016-2019 ,1709,Brand New,0,False,26
Knomo London Shoreditch Top Zip 12 in. Slim Laptop/Tablet Brief Case - Black,1095,Brand New,0,False,
For Microsoft Surface Laptop Go2 12.4 inch 2013 Hard Case Cover Shell Protector,516,Brand New,399,False,
"Soft-Touch Hard Shell Case Cover for 2018 Newest 13-inch MacBook Air 13.3"" A1932",1804,Brand New,0,True,
New ListingBeautiful Dreamy Creative Cover For Macbook M1 M2 Air 13 12 11 Pro 14 15 16 inch,1898,Brand New,0,False,
Hard Plastic Case Shell Keyboar Cover For MacBook 12 inch Retina A1534 2017 2016,999,Brand New,0,False,310
"Laptop Hard Shell Case Keyboard Cover For Apple MacBook Pro 16"" Inch A2141 2019 ",499,Brand New,0,False,
"New ListingIncase Designs Corp Slim Sleeve for 12"" MacBook Retina Laptop Case Heather Khaki",1899,Brand New,601,False,
"New ListingShinola 15"" black utility laptop sleeve genuine  Leather USA snap closure",12999,Pre-Owned,1505,True,
"New ListingIncase Neoprene Classic Sleeve Soft Pouch Case for MacBook Pro 15"" CL60534 Blue",1699,Brand New,0,False,
Case for MacBook Pro Air 13.6 M2 A2681 14 16 inch 2022 2021 M1 A2338 A2337 A2442,1699,Brand New,0,True,
New ListingCASE LOGIC CUSHIONED CARRY CASE  11” W/ DOUBLE HANDLES ZIP CLOSURE FRONT POCKET,1177,Pre-Owned,699,False,
"Vera Bradley Laptop Sleeve Case in ""Portobello Road"" - 12""x17""",600,Pre-Owned,660,False,
New ListingKate Spade Polka Dot laptop sleeve,1600,Pre-Owned,1260,False,
"Macbook Pro 13.3"" A2289 A2251 A2338 Clear Crystal Hard Case Shell Keyboard Cover",1499,Brand New,0,False,300
New ListingPink Gold Luxury Marble Matte Case For Macbook M2 Air 13 12 11 Pro 14 15 16 inch,1898,Brand New,0,False,
New ListingIncase Nylon Sleeve Gray for MacBook Pro 17 Simple/Unique CL57386 *NWT*,3511,Brand New,500,False,
"Logitech 16"" Laptop Sleeve - BLACK (IL/RT5-839-000158-UG)",599,Refurbished,0,True,541
Vera Bradley Ribbons Laptop Sleeve,1549,Pre-Owned,685,False,
"New Listing15"" XRP Laptop Sleeve",2900,Brand New,799,True,
"14"" Laptop Computer Sleeve Case Bag w Hidden Handle & Shoulder Strap 2901",1895,Brand New,0,False,
"New ListingMOSISO MACBOOK PRO 13"" LAPTOP SLEEVE , HARDSHELL , SCREEN PROTECTOR, KEYBOARD...",1500,Brand New,0,False,
macbook pro leather sleeve 15-inch Black New goods unopened ,7500,Brand New,0,False,6
Dell Computer Laptop Bag Case Carry On,1325,Pre-Owned,2165,False,
For Macbook Air/Pro 15 13.3 13 11 12 Retina Shell Laptop  Cream Hard Case Cover,1116,Brand New,0,True,
"Targus 14"" Intellect Slipcase - TBT260",1199,Pre-Owned,499,False,
"Incase Slim Sleeve MacBook 12"" Padded Zipper Slip Pouch Case - Heather Black",1899,Brand New,0,False,
"MacBook Pro 13"" 15"" 16"" Case 2022 Release A2338/A2442 Rubberized Matte Coating",2089,Brand New,0,True,
"Targus Bex 15.6"" Laptop Sleeve with Front Pocket Storage,TSS64000, Blk, NEW",1695,Brand New,0,False,
"Incase Neoprene Classic Sleeve Soft Pouch Case for MacBook Air 11"" (Cobalt Blue)",999,Brand New,0,False,
For Macbook Pro 14 16 Inch Hard Case & Keyboard & Screen Protector A2442 A2485,599,Brand New,0,False,
"New ListingWenger Swiss Army Laptop Computer Case Shoulder Bag Carry-on Briefcase Black 17""",1995,Pre-Owned,0,False,
New ListingSwiss Army Gear - Laptop Case / Briefcase - Gray & Black - Mint Condition,2999,Pre-Owned,1357,False,
Hard Protective Case + Keyboard Skin for Macbook Air 13 A1466 / A2337 A2179 ID,1099,Brand New,499,True,
Witchcraft Sun Planet Astronomy Space Hard Case For Macbook Air 13 Pro 16 13 15,3795,Brand New,0,True,
For Macbook Pro 13 Inch M1 (2020 Model) A2338 Hard Case Plastic Cover With Cloth,1199,Brand New,0,False,
Sleeve Inspiron 11 Blue,599,Brand New,0,True,333
